0.4978219019954182		SimpleArgument(We,List([0, 2)))	Relation(are,List([3, 6)))	SimpleArgument(the only certified Bikram yoga studio,List([7, 44)))	We are the only certified Bikram yoga studio in the area.
0.4978219019954182		SimpleArgument(Ralph,List([0, 2)))	Relation(credits his survival to,List([3, 10), [11, 23), [24, 26)))	SimpleArgument(a regular Bikram Yoga practice,List([27, 57)))	He credits his survival and recovery to a regular Bikram Yoga practice, and wanted to share its therapeutic benefits with the community.
0.30899953469486874		SimpleArgument(Ralph,List([0, 2)))	Relation(credits,List([3, 10)))	SimpleArgument(his survival,List([11, 23)))	He credits his survival and recovery to a regular Bikram Yoga practice, and wanted to share its therapeutic benefits with the community.
0.39746064682094406	Context(He wanted,List([0, 9)))	SimpleArgument(Ralph,List([0, 2)))	Relation(wanted to share its therapeutic benefits with,List([3, 9), [10, 18), [19, 43), [44, 48)))	SimpleArgument(the community,List([49, 62)))	He credits his survival and recovery to a regular Bikram Yoga practice, and wanted to share its therapeutic benefits with the community.
0.263652756827333	Context(He wanted,List([0, 9)))	SimpleArgument(Ralph,List([0, 2)))	Relation(wanted to share,List([3, 9), [10, 18)))	SimpleArgument(its therapeutic benefits,List([19, 43)))	He credits his survival and recovery to a regular Bikram Yoga practice, and wanted to share its therapeutic benefits with the community.
0.263652756827333		SimpleArgument(Ralph,List([0, 2)))	Relation(wanted to,List([3, 9), [10, 12)))	SimpleArgument(share its therapeutic benefits with the community,List([13, 62)))	He credits his survival and recovery to a regular Bikram Yoga practice, and wanted to share its therapeutic benefits with the community.
0.9106234894351979		SimpleArgument(Andrea 's daughter,List([0, 18)))	Relation(is,List([29, 31)))	SimpleArgument(the manager of our other location in Chapel Hill,List([32, 80)))	Ralph and Andrea's daughter, Hanna, is the manager of Bikram Yoga Durham and our other location in Chapel Hill.
0.8847999636040884		SimpleArgument(Hanna,List([21, 26)))	Relation([is] daughter [of],List([10, 18)))	SimpleArgument(Andrea,List([0, 6)))	Ralph and Andrea's daughter, Hanna, is the manager of Bikram Yoga Durham and our other location in Chapel Hill.
0.949419443712137		SimpleArgument(Andrea 's daughter,List([0, 18)))	Relation(is,List([29, 31)))	SimpleArgument(the manager of Bikram Yoga Durham,List([32, 65)))	Ralph and Andrea's daughter, Hanna, is the manager of Bikram Yoga Durham and our other location in Chapel Hill.
0.8121006416767913		SimpleArgument(Ralph,List([0, 5)))	Relation(is,List([8, 10)))	SimpleArgument(the manager of our other location in Chapel Hill,List([11, 59)))	Ralph and Andrea's daughter, Hanna, is the manager of Bikram Yoga Durham and our other location in Chapel Hill.
0.8884226599246497		SimpleArgument(Ralph,List([0, 5)))	Relation(is,List([8, 10)))	SimpleArgument(the manager of Bikram Yoga Durham,List([11, 44)))	Ralph and Andrea's daughter, Hanna, is the manager of Bikram Yoga Durham and our other location in Chapel Hill.
0.30111532022820664	Context(She began,List([0, 9)))	SimpleArgument(She,List([0, 3)))	Relation(began practicing Bikram yoga while,List([4, 9), [10, 20), [21, 32), [33, 38)))	TemporalArgument(she was still at Enloe High School in Raleigh,List([39, 84)))	She began practicing Bikram yoga while she was still at Enloe High School in Raleigh.
0.44251022175651566	Context(She began,List([0, 9)))	SimpleArgument(She,List([0, 3)))	Relation(began practicing,List([4, 9), [10, 20)))	SimpleArgument(Bikram yoga,List([21, 32)))	She began practicing Bikram yoga while she was still at Enloe High School in Raleigh.
0.44251022175651566		SimpleArgument(She,List([0, 3)))	Relation(began,List([4, 9)))	SimpleArgument(practicing Bikram yoga,List([10, 32)))	She began practicing Bikram yoga while she was still at Enloe High School in Raleigh.
0.3929209860966329		SimpleArgument(She,List([39, 42)))	Relation(was at,List([43, 46), [53, 55)))	SimpleArgument(Enloe High School in Raleigh,List([56, 84)))	She began practicing Bikram yoga while she was still at Enloe High School in Raleigh.
0.22015391053105568		SimpleArgument(She,List([39, 42)))	Relation(was at Enloe High School in Raleigh,List([43, 46), [53, 84)))	TemporalArgument(still,List([47, 52)))	She began practicing Bikram yoga while she was still at Enloe High School in Raleigh.
0.8672693270989391		SimpleArgument(Bikram yoga,List([11, 22)))	Relation(has had profound effects on her family Since,List([0, 26), [27, 54), [55, 61)))	TemporalArgument(then,List([6, 10)))	Since then Bikram yoga has had profound effects on her and her family, not only improving their health but also bringing them closer together.
0.8726869446304376		SimpleArgument(Bikram yoga,List([11, 22)))	Relation(has had,List([23, 30)))	SimpleArgument(profound effects on her family,List([31, 61)))	Since then Bikram yoga has had profound effects on her and her family, not only improving their health but also bringing them closer together.
0.44721489764299094		SimpleArgument(her family,List([51, 61)))	Relation(improving,List([73, 82)))	SimpleArgument(their health,List([83, 95)))	Since then Bikram yoga has had profound effects on her and her family, not only improving their health but also bringing them closer together.
0.8672693270989391		SimpleArgument(Bikram yoga,List([11, 22)))	Relation(has had profound effects on her family , not only improving their health Since,List([0, 26), [27, 88), [89, 95)))	TemporalArgument(then,List([6, 10)))	Since then Bikram yoga has had profound effects on her and her family, not only improving their health but also bringing them closer together.
0.9166165405193513		SimpleArgument(Bikram yoga,List([11, 22)))	Relation(has had,List([23, 30)))	SimpleArgument(profound effects on her family , not only improving their health,List([31, 95)))	Since then Bikram yoga has had profound effects on her and her family, not only improving their health but also bringing them closer together.
0.8672693270989391		SimpleArgument(Bikram yoga,List([11, 22)))	Relation(has had profound effects on her Since,List([0, 26), [27, 50), [51, 54)))	TemporalArgument(then,List([6, 10)))	Since then Bikram yoga has had profound effects on her and her family, not only improving their health but also bringing them closer together.
0.8726869446304376		SimpleArgument(Bikram yoga,List([11, 22)))	Relation(has had,List([23, 30)))	SimpleArgument(profound effects on her,List([31, 54)))	Since then Bikram yoga has had profound effects on her and her family, not only improving their health but also bringing them closer together.
0.2743125465364158		SimpleArgument(She,List([51, 54)))	Relation(improving,List([66, 75)))	SimpleArgument(their health,List([76, 88)))	Since then Bikram yoga has had profound effects on her and her family, not only improving their health but also bringing them closer together.
0.8672693270989391		SimpleArgument(Bikram yoga,List([11, 22)))	Relation(has had profound effects on her , not only improving their health Since,List([0, 26), [27, 81), [82, 88)))	TemporalArgument(then,List([6, 10)))	Since then Bikram yoga has had profound effects on her and her family, not only improving their health but also bringing them closer together.
0.9166165405193513		SimpleArgument(Bikram yoga,List([11, 22)))	Relation(has had,List([23, 30)))	SimpleArgument(profound effects on her , not only improving their health,List([31, 88)))	Since then Bikram yoga has had profound effects on her and her family, not only improving their health but also bringing them closer together.
0.30899953469486874		SimpleArgument(She,List([0, 3)))	Relation(managing the studios since,List([4, 12), [13, 24), [25, 30)))	TemporalArgument(along with her fiancée,List([31, 53)))	She attended Bikram's teacher training in 2012 and has been teaching and managing the studios since along with her fiancée, Ari.
0.45170382506656653		SimpleArgument(She,List([0, 3)))	Relation(managing,List([4, 12)))	SimpleArgument(the studios,List([13, 24)))	She attended Bikram's teacher training in 2012 and has been teaching and managing the studios since along with her fiancée, Ari.
0.22506131975927415		SimpleArgument(She,List([0, 3)))	Relation(attended Bikram 's teacher training in,List([4, 12), [13, 39), [40, 42)))	TemporalArgument(2012,List([43, 47)))	She attended Bikram's teacher training in 2012 and has been teaching and managing the studios since along with her fiancée, Ari.
0.4978219019954182		SimpleArgument(She,List([0, 3)))	Relation(attended,List([4, 12)))	SimpleArgument(Bikram 's teacher training,List([13, 39)))	She attended Bikram's teacher training in 2012 and has been teaching and managing the studios since along with her fiancée, Ari.
