0.8035805246360428		SimpleArgument(Fine Mexican Cuisine Steaks * Seafood * Antojitos,List([0, 49)))	Relation(Established in,List([50, 61), [62, 64)))	TemporalArgument(2005,List([65, 69)))	Fine Mexican Cuisine Steaks * Seafood * Antojitos Established in 2005.
0.3853208301752743		SimpleArgument(Charles,List([24, 31)))	Relation([is] son [of],List([20, 23)))	SimpleArgument(him,List([16, 19)))	On July 31st, 2005 Pancho and his son Charles, with the support of their family, open Palenque Grill in Laredo, TX.
0.8791033249684838	Context(The Ochoa family introduce,List([0, 26)))	SimpleArgument(their family,List([0, 16)))	Relation(introduce Flerida Ochoa's (Pancho's wife) family recipes creating,List([17, 26), [27, 34)))	SimpleArgument(a menu with excellent dishes of Mexican culinary traditions,List([84, 143)))	The Ochoa family introduce Flerida Ochoa's (Pancho's wife) family recipes, creating a menu with excellent dishes of Mexican culinary traditions.
0.9555402251663024		SimpleArgument(their family,List([0, 16)))	Relation(introduce,List([17, 26)))	SimpleArgument(Flerida Ochoa's (Pancho's wife) family recipes,List([27, 73)))	The Ochoa family introduce Flerida Ochoa's (Pancho's wife) family recipes, creating a menu with excellent dishes of Mexican culinary traditions.
0.4217817445622922		SimpleArgument(their family,List([0, 2)))	Relation(to be,List([17, 22)))	SimpleArgument(able to serve you now in Laredo, McAllen & San Antonio Texas,List([23, 83)))	We are delighted to be able to serve you now in Laredo, McAllen & San Antonio Texas.
0.46321337686369213		SimpleArgument(their family,List([0, 2)))	Relation(are,List([3, 6)))	SimpleArgument(delighted to be able to serve you now in Laredo, McAllen & San Antonio Texas,List([7, 83)))	We are delighted to be able to serve you now in Laredo, McAllen & San Antonio Texas.
0.6155020116081594		SimpleArgument(you,List([10, 13)))	Relation(to enjoy,List([14, 22)))	SimpleArgument(the romance of the mariachi,List([23, 50)))	We invite you to enjoy our friendly family atmosphere and the romance of the piano, trio or mariachi.
0.45170382506656653		SimpleArgument(their family,List([0, 2)))	Relation(invite you to,List([3, 9), [10, 13), [14, 16)))	SimpleArgument(enjoy the romance of the mariachi,List([17, 50)))	We invite you to enjoy our friendly family atmosphere and the romance of the piano, trio or mariachi.
0.6155020116081594		SimpleArgument(you,List([10, 13)))	Relation(to enjoy,List([14, 22)))	SimpleArgument(the romance of the trio,List([23, 46)))	We invite you to enjoy our friendly family atmosphere and the romance of the piano, trio or mariachi.
0.45170382506656653		SimpleArgument(their family,List([0, 2)))	Relation(invite you to,List([3, 9), [10, 13), [14, 16)))	SimpleArgument(enjoy the romance of the trio,List([17, 46)))	We invite you to enjoy our friendly family atmosphere and the romance of the piano, trio or mariachi.
0.6155020116081594		SimpleArgument(you,List([10, 13)))	Relation(to enjoy,List([14, 22)))	SimpleArgument(the romance of the piano,List([23, 47)))	We invite you to enjoy our friendly family atmosphere and the romance of the piano, trio or mariachi.
0.45170382506656653		SimpleArgument(their family,List([0, 2)))	Relation(invite you to,List([3, 9), [10, 13), [14, 16)))	SimpleArgument(enjoy the romance of the piano,List([17, 47)))	We invite you to enjoy our friendly family atmosphere and the romance of the piano, trio or mariachi.
0.4649296389869295		SimpleArgument(you,List([10, 13)))	Relation(to enjoy,List([14, 22)))	SimpleArgument(our friendly family atmosphere,List([23, 53)))	We invite you to enjoy our friendly family atmosphere and the romance of the piano, trio or mariachi.
0.30899953469486874		SimpleArgument(their family,List([0, 2)))	Relation(invite you to,List([3, 9), [10, 13), [14, 16)))	SimpleArgument(enjoy our friendly family atmosphere,List([17, 53)))	We invite you to enjoy our friendly family atmosphere and the romance of the piano, trio or mariachi.
0.30899953469486874		SimpleArgument(their family,List([0, 2)))	Relation(invite,List([3, 9)))	SimpleArgument(you,List([10, 13)))	We invite you to enjoy our friendly family atmosphere and the romance of the piano, trio or mariachi.
0.4649296389869295		SimpleArgument(you,List([35, 38)))	Relation(become,List([39, 45)))	SimpleArgument(addicted to our flavors,List([46, 69)))	Ooo! and we are not responsible if you become addicted to our flavors !! ' - J. Francisco Ochoa - Founder
0.22506131975927415		SimpleArgument(their family,List([9, 11)))	Relation(are not,List([12, 19)))	SimpleArgument(responsible,List([20, 31)))	Ooo! and we are not responsible if you become addicted to our flavors !! ' - J. Francisco Ochoa - Founder
