0.9166165405193513		SimpleArgument(Walton Architects,List([0, 17)))	Relation(provides,List([18, 26)))	SimpleArgument(innovative, environmentally sustainable & creative solutions to our clients,List([27, 102)))	Walton Architects provides innovative, environmentally sustainable & creative solutions to our clients.
0.22015391053105568		SimpleArgument(our,List([0, 2)))	Relation(are focusing on Perth projects,List([3, 6), [17, 25), [26, 43)))	TemporalArgument(currently,List([7, 16)))	We are currently focusing on Perth projects specialising in Contemporary Residential, commercial and retail projects.
0.3929209860966329		SimpleArgument(our,List([0, 2)))	Relation(are focusing on,List([3, 6), [17, 25), [26, 28)))	SimpleArgument(Perth projects,List([29, 43)))	We are currently focusing on Perth projects specialising in Contemporary Residential, commercial and retail projects.
0.9594945015941321		SimpleArgument(Daniel Walton,List([0, 13)))	Relation(has prior,List([14, 17), [135, 140)))	SimpleArgument(extensive experience in education facilities across International locations with some of Australia 's best practices,List([18, 134)))	Daniel Walton has extensive experience in residential, commercial, public, health and education facilities across Australia and International locations with some of Australia's best practices prior to establishing Walton Architects.
0.9382554258342916		SimpleArgument(Daniel Walton,List([0, 13)))	Relation(has extensive experience in education facilities across Australia,List([14, 17), [18, 79)))	TemporalArgument(prior to establishing Walton Architects,List([80, 119)))	Daniel Walton has extensive experience in residential, commercial, public, health and education facilities across Australia and International locations with some of Australia's best practices prior to establishing Walton Architects.
0.9527410621066101		SimpleArgument(Daniel Walton,List([0, 13)))	Relation(has,List([14, 17)))	SimpleArgument(extensive experience in education facilities across Australia,List([18, 79)))	Daniel Walton has extensive experience in residential, commercial, public, health and education facilities across Australia and International locations with some of Australia's best practices prior to establishing Walton Architects.
0.9594945015941321		SimpleArgument(Daniel Walton,List([0, 13)))	Relation(has prior,List([14, 17), [132, 137)))	SimpleArgument(extensive experience in health facilities across International locations with some of Australia 's best practices,List([18, 131)))	Daniel Walton has extensive experience in residential, commercial, public, health and education facilities across Australia and International locations with some of Australia's best practices prior to establishing Walton Architects.
0.9382554258342916		SimpleArgument(Daniel Walton,List([0, 13)))	Relation(has extensive experience in health facilities across Australia,List([14, 17), [18, 76)))	TemporalArgument(prior to establishing Walton Architects,List([77, 116)))	Daniel Walton has extensive experience in residential, commercial, public, health and education facilities across Australia and International locations with some of Australia's best practices prior to establishing Walton Architects.
0.9527410621066101		SimpleArgument(Daniel Walton,List([0, 13)))	Relation(has,List([14, 17)))	SimpleArgument(extensive experience in health facilities across Australia,List([18, 76)))	Daniel Walton has extensive experience in residential, commercial, public, health and education facilities across Australia and International locations with some of Australia's best practices prior to establishing Walton Architects.
0.9594945015941321		SimpleArgument(Daniel Walton,List([0, 13)))	Relation(has prior,List([14, 17), [132, 137)))	SimpleArgument(extensive experience in public facilities across International locations with some of Australia 's best practices,List([18, 131)))	Daniel Walton has extensive experience in residential, commercial, public, health and education facilities across Australia and International locations with some of Australia's best practices prior to establishing Walton Architects.
0.9382554258342916		SimpleArgument(Daniel Walton,List([0, 13)))	Relation(has extensive experience in public facilities across Australia,List([14, 17), [18, 76)))	TemporalArgument(prior to establishing Walton Architects,List([77, 116)))	Daniel Walton has extensive experience in residential, commercial, public, health and education facilities across Australia and International locations with some of Australia's best practices prior to establishing Walton Architects.
0.9527410621066101		SimpleArgument(Daniel Walton,List([0, 13)))	Relation(has,List([14, 17)))	SimpleArgument(extensive experience in public facilities across Australia,List([18, 76)))	Daniel Walton has extensive experience in residential, commercial, public, health and education facilities across Australia and International locations with some of Australia's best practices prior to establishing Walton Architects.
0.9594945015941321		SimpleArgument(Daniel Walton,List([0, 13)))	Relation(has prior,List([14, 17), [136, 141)))	SimpleArgument(extensive experience in commercial facilities across International locations with some of Australia 's best practices,List([18, 135)))	Daniel Walton has extensive experience in residential, commercial, public, health and education facilities across Australia and International locations with some of Australia's best practices prior to establishing Walton Architects.
0.9382554258342916		SimpleArgument(Daniel Walton,List([0, 13)))	Relation(has extensive experience in commercial facilities across Australia,List([14, 17), [18, 80)))	TemporalArgument(prior to establishing Walton Architects,List([81, 120)))	Daniel Walton has extensive experience in residential, commercial, public, health and education facilities across Australia and International locations with some of Australia's best practices prior to establishing Walton Architects.
0.9527410621066101		SimpleArgument(Daniel Walton,List([0, 13)))	Relation(has,List([14, 17)))	SimpleArgument(extensive experience in commercial facilities across Australia,List([18, 80)))	Daniel Walton has extensive experience in residential, commercial, public, health and education facilities across Australia and International locations with some of Australia's best practices prior to establishing Walton Architects.
0.9594945015941321		SimpleArgument(Daniel Walton,List([0, 13)))	Relation(has prior,List([14, 17), [137, 142)))	SimpleArgument(extensive experience in residential facilities across International locations with some of Australia 's best practices,List([18, 136)))	Daniel Walton has extensive experience in residential, commercial, public, health and education facilities across Australia and International locations with some of Australia's best practices prior to establishing Walton Architects.
0.9382554258342916		SimpleArgument(Daniel Walton,List([0, 13)))	Relation(has extensive experience in residential facilities across Australia,List([14, 17), [18, 81)))	TemporalArgument(prior to establishing Walton Architects,List([82, 121)))	Daniel Walton has extensive experience in residential, commercial, public, health and education facilities across Australia and International locations with some of Australia's best practices prior to establishing Walton Architects.
0.9527410621066101		SimpleArgument(Daniel Walton,List([0, 13)))	Relation(has,List([14, 17)))	SimpleArgument(extensive experience in residential facilities across Australia,List([18, 81)))	Daniel Walton has extensive experience in residential, commercial, public, health and education facilities across Australia and International locations with some of Australia's best practices prior to establishing Walton Architects.
0.6269457252234648		SimpleArgument(His core design experience,List([0, 26)))	Relation(was grounded in,List([27, 39), [58, 60)))	SpatialArgument(regional NSW,List([61, 73)))	His core design experience was grounded on the east coast in Sydney's inner suburbs and regional NSW through the 1990's before relocating to Perth in 2003.
0.6269457252234648		SimpleArgument(His core design experience,List([0, 26)))	Relation(was grounded before,List([27, 39), [104, 110)))	TemporalArgument(relocating to Perth in 2003,List([111, 138)))	His core design experience was grounded on the east coast in Sydney's inner suburbs and regional NSW through the 1990's before relocating to Perth in 2003.
0.6269457252234648		SimpleArgument(His core design experience,List([0, 26)))	Relation(was grounded in,List([27, 39), [58, 60)))	SpatialArgument(Sydney 's inner suburbs,List([61, 84)))	His core design experience was grounded on the east coast in Sydney's inner suburbs and regional NSW through the 1990's before relocating to Perth in 2003.
0.6814400456876439		SimpleArgument(His core design experience,List([0, 26)))	Relation(was grounded on,List([27, 39), [40, 42)))	SpatialArgument(the east coast,List([43, 57)))	His core design experience was grounded on the east coast in Sydney's inner suburbs and regional NSW through the 1990's before relocating to Perth in 2003.
0.5926659981335703		SimpleArgument(Daniel Walton,List([9, 11)))	Relation(worked on a broad range of large private facilities including Developments In,List([0, 2), [12, 73), [74, 86)))	SpatialArgument(Perth,List([3, 8)))	In Perth he worked on a broad range of large public and private facilities including Health, Education, Museum, Commercial Retail and Apartment Developments.
0.4978219019954182		SimpleArgument(Daniel Walton,List([9, 11)))	Relation(worked on,List([12, 18), [19, 21)))	SimpleArgument(a broad range of large private facilities including Developments,List([22, 86)))	In Perth he worked on a broad range of large public and private facilities including Health, Education, Museum, Commercial Retail and Apartment Developments.
0.5926659981335703		SimpleArgument(Daniel Walton,List([9, 11)))	Relation(worked on a broad range of large private facilities including Apartment In,List([0, 2), [12, 73), [74, 83)))	SpatialArgument(Perth,List([3, 8)))	In Perth he worked on a broad range of large public and private facilities including Health, Education, Museum, Commercial Retail and Apartment Developments.
0.45170382506656653		SimpleArgument(Daniel Walton,List([9, 11)))	Relation(worked on,List([12, 18), [19, 21)))	SimpleArgument(a broad range of large private facilities including Apartment,List([22, 83)))	In Perth he worked on a broad range of large public and private facilities including Health, Education, Museum, Commercial Retail and Apartment Developments.
0.5926659981335703		SimpleArgument(Daniel Walton,List([9, 11)))	Relation(worked on a broad range of large private facilities including Commercial Retail In,List([0, 2), [12, 84), [85, 91)))	SpatialArgument(Perth,List([3, 8)))	In Perth he worked on a broad range of large public and private facilities including Health, Education, Museum, Commercial Retail and Apartment Developments.
0.5691839633287576		SimpleArgument(Daniel Walton,List([9, 11)))	Relation(worked on,List([12, 18), [19, 21)))	SimpleArgument(a broad range of large private facilities including Commercial Retail,List([22, 91)))	In Perth he worked on a broad range of large public and private facilities including Health, Education, Museum, Commercial Retail and Apartment Developments.
0.5926659981335703		SimpleArgument(Daniel Walton,List([9, 11)))	Relation(worked on a broad range of large private facilities including Museum In,List([0, 2), [12, 73), [74, 80)))	SpatialArgument(Perth,List([3, 8)))	In Perth he worked on a broad range of large public and private facilities including Health, Education, Museum, Commercial Retail and Apartment Developments.
0.4978219019954182		SimpleArgument(Daniel Walton,List([9, 11)))	Relation(worked on,List([12, 18), [19, 21)))	SimpleArgument(a broad range of large private facilities including Museum,List([22, 80)))	In Perth he worked on a broad range of large public and private facilities including Health, Education, Museum, Commercial Retail and Apartment Developments.
0.5926659981335703		SimpleArgument(Daniel Walton,List([9, 11)))	Relation(worked on a broad range of large private facilities including Education In,List([0, 2), [12, 73), [74, 83)))	SpatialArgument(Perth,List([3, 8)))	In Perth he worked on a broad range of large public and private facilities including Health, Education, Museum, Commercial Retail and Apartment Developments.
0.4978219019954182		SimpleArgument(Daniel Walton,List([9, 11)))	Relation(worked on,List([12, 18), [19, 21)))	SimpleArgument(a broad range of large private facilities including Education,List([22, 83)))	In Perth he worked on a broad range of large public and private facilities including Health, Education, Museum, Commercial Retail and Apartment Developments.
0.5926659981335703		SimpleArgument(Daniel Walton,List([9, 11)))	Relation(worked on a broad range of large private facilities including Health In,List([0, 2), [12, 73), [74, 80)))	SpatialArgument(Perth,List([3, 8)))	In Perth he worked on a broad range of large public and private facilities including Health, Education, Museum, Commercial Retail and Apartment Developments.
0.4978219019954182		SimpleArgument(Daniel Walton,List([9, 11)))	Relation(worked on,List([12, 18), [19, 21)))	SimpleArgument(a broad range of large private facilities including Health,List([22, 80)))	In Perth he worked on a broad range of large public and private facilities including Health, Education, Museum, Commercial Retail and Apartment Developments.
0.5926659981335703		SimpleArgument(Daniel Walton,List([9, 11)))	Relation(worked on a broad range of large public facilities including Developments In,List([0, 2), [12, 72), [73, 85)))	SpatialArgument(Perth,List([3, 8)))	In Perth he worked on a broad range of large public and private facilities including Health, Education, Museum, Commercial Retail and Apartment Developments.
0.4978219019954182		SimpleArgument(Daniel Walton,List([9, 11)))	Relation(worked on,List([12, 18), [19, 21)))	SimpleArgument(a broad range of large public facilities including Developments,List([22, 85)))	In Perth he worked on a broad range of large public and private facilities including Health, Education, Museum, Commercial Retail and Apartment Developments.
0.5926659981335703		SimpleArgument(Daniel Walton,List([9, 11)))	Relation(worked on a broad range of large public facilities including Apartment In,List([0, 2), [12, 72), [73, 82)))	SpatialArgument(Perth,List([3, 8)))	In Perth he worked on a broad range of large public and private facilities including Health, Education, Museum, Commercial Retail and Apartment Developments.
0.45170382506656653		SimpleArgument(Daniel Walton,List([9, 11)))	Relation(worked on,List([12, 18), [19, 21)))	SimpleArgument(a broad range of large public facilities including Apartment,List([22, 82)))	In Perth he worked on a broad range of large public and private facilities including Health, Education, Museum, Commercial Retail and Apartment Developments.
0.5926659981335703		SimpleArgument(Daniel Walton,List([9, 11)))	Relation(worked on a broad range of large public facilities including Commercial Retail In,List([0, 2), [12, 83), [84, 90)))	SpatialArgument(Perth,List([3, 8)))	In Perth he worked on a broad range of large public and private facilities including Health, Education, Museum, Commercial Retail and Apartment Developments.
0.6138676038426771		SimpleArgument(Daniel Walton,List([9, 11)))	Relation(worked on,List([12, 18), [19, 21)))	SimpleArgument(a broad range of large public facilities including Commercial Retail,List([22, 90)))	In Perth he worked on a broad range of large public and private facilities including Health, Education, Museum, Commercial Retail and Apartment Developments.
0.5926659981335703		SimpleArgument(Daniel Walton,List([9, 11)))	Relation(worked on a broad range of large public facilities including Museum In,List([0, 2), [12, 72), [73, 79)))	SpatialArgument(Perth,List([3, 8)))	In Perth he worked on a broad range of large public and private facilities including Health, Education, Museum, Commercial Retail and Apartment Developments.
0.4978219019954182		SimpleArgument(Daniel Walton,List([9, 11)))	Relation(worked on,List([12, 18), [19, 21)))	SimpleArgument(a broad range of large public facilities including Museum,List([22, 79)))	In Perth he worked on a broad range of large public and private facilities including Health, Education, Museum, Commercial Retail and Apartment Developments.
0.5926659981335703		SimpleArgument(Daniel Walton,List([9, 11)))	Relation(worked on a broad range of large public facilities including Education In,List([0, 2), [12, 72), [73, 82)))	SpatialArgument(Perth,List([3, 8)))	In Perth he worked on a broad range of large public and private facilities including Health, Education, Museum, Commercial Retail and Apartment Developments.
0.4978219019954182		SimpleArgument(Daniel Walton,List([9, 11)))	Relation(worked on,List([12, 18), [19, 21)))	SimpleArgument(a broad range of large public facilities including Education,List([22, 82)))	In Perth he worked on a broad range of large public and private facilities including Health, Education, Museum, Commercial Retail and Apartment Developments.
0.5926659981335703		SimpleArgument(Daniel Walton,List([9, 11)))	Relation(worked on a broad range of large public facilities including Health In,List([0, 2), [12, 72), [73, 79)))	SpatialArgument(Perth,List([3, 8)))	In Perth he worked on a broad range of large public and private facilities including Health, Education, Museum, Commercial Retail and Apartment Developments.
0.4978219019954182		SimpleArgument(Daniel Walton,List([9, 11)))	Relation(worked on,List([12, 18), [19, 21)))	SimpleArgument(a broad range of large public facilities including Health,List([22, 79)))	In Perth he worked on a broad range of large public and private facilities including Health, Education, Museum, Commercial Retail and Apartment Developments.
