0.9181538107823964		SimpleArgument(TEKsystems,List([0, 10)))	Relation(is,List([11, 13)))	SimpleArgument(the nation 's leading technology services company,List([14, 63)))	TEKsystems is the nation's leading technology staffing and services company.
0.859811354567563		SimpleArgument(industry - leading position,List([0, 27)))	Relation(speak to,List([28, 33), [34, 36)))	SimpleArgument(our success in providing IT services,List([37, 73)))	Our longstanding history and industry-leading position speak to our success in providing the IT staffing solutions, IT services and talent management insight required for you to actualize ROI and sustain a truly competitive advantage in a fast-changing market.
0.9077138780298117		SimpleArgument(industry - leading position,List([0, 27)))	Relation(speak to,List([28, 33), [34, 36)))	SimpleArgument(our success in providing IT services required for you to actualize ROI,List([37, 107)))	Our longstanding history and industry-leading position speak to our success in providing the IT staffing solutions, IT services and talent management insight required for you to actualize ROI and sustain a truly competitive advantage in a fast-changing market.
0.859811354567563		SimpleArgument(industry - leading position,List([0, 27)))	Relation(speak to,List([28, 33), [34, 36)))	SimpleArgument(our success in providing the IT staffing solutions,List([37, 87)))	Our longstanding history and industry-leading position speak to our success in providing the IT staffing solutions, IT services and talent management insight required for you to actualize ROI and sustain a truly competitive advantage in a fast-changing market.
0.9077138780298117		SimpleArgument(industry - leading position,List([0, 27)))	Relation(speak to,List([28, 33), [34, 36)))	SimpleArgument(our success in providing the IT staffing solutions required for you to actualize ROI,List([37, 121)))	Our longstanding history and industry-leading position speak to our success in providing the IT staffing solutions, IT services and talent management insight required for you to actualize ROI and sustain a truly competitive advantage in a fast-changing market.
0.51318521882248		SimpleArgument(Our longstanding history,List([0, 24)))	Relation(speak to,List([25, 30), [31, 33)))	SimpleArgument(our success in providing talent management insight,List([34, 84)))	Our longstanding history and industry-leading position speak to our success in providing the IT staffing solutions, IT services and talent management insight required for you to actualize ROI and sustain a truly competitive advantage in a fast-changing market.
0.8477538091726738		SimpleArgument(talent management insight,List([59, 84)))	Relation(required for,List([85, 93), [94, 97)))	SimpleArgument(you,List([98, 101)))	Our longstanding history and industry-leading position speak to our success in providing the IT staffing solutions, IT services and talent management insight required for you to actualize ROI and sustain a truly competitive advantage in a fast-changing market.
0.6283312565349937		SimpleArgument(Our longstanding history,List([0, 24)))	Relation(speak to,List([25, 30), [31, 33)))	SimpleArgument(our success in providing talent management insight required for you to actualize ROI,List([34, 118)))	Our longstanding history and industry-leading position speak to our success in providing the IT staffing solutions, IT services and talent management insight required for you to actualize ROI and sustain a truly competitive advantage in a fast-changing market.
0.51318521882248		SimpleArgument(Our longstanding history,List([0, 24)))	Relation(speak to,List([25, 30), [31, 33)))	SimpleArgument(our success in providing IT services,List([34, 70)))	Our longstanding history and industry-leading position speak to our success in providing the IT staffing solutions, IT services and talent management insight required for you to actualize ROI and sustain a truly competitive advantage in a fast-changing market.
0.8348583869532935		SimpleArgument(IT services,List([59, 70)))	Relation(required for,List([71, 79), [80, 83)))	SimpleArgument(you,List([84, 87)))	Our longstanding history and industry-leading position speak to our success in providing the IT staffing solutions, IT services and talent management insight required for you to actualize ROI and sustain a truly competitive advantage in a fast-changing market.
0.6283312565349937		SimpleArgument(Our longstanding history,List([0, 24)))	Relation(speak to,List([25, 30), [31, 33)))	SimpleArgument(our success in providing IT services required for you to actualize ROI,List([34, 104)))	Our longstanding history and industry-leading position speak to our success in providing the IT staffing solutions, IT services and talent management insight required for you to actualize ROI and sustain a truly competitive advantage in a fast-changing market.
0.6155020116081594		SimpleArgument(you,List([98, 101)))	Relation(to sustain a truly competitive advantage in,List([102, 112), [113, 142), [143, 145)))	SpatialArgument(a fast - changing market,List([146, 170)))	Our longstanding history and industry-leading position speak to our success in providing the IT staffing solutions, IT services and talent management insight required for you to actualize ROI and sustain a truly competitive advantage in a fast-changing market.
0.6155020116081594		SimpleArgument(you,List([98, 101)))	Relation(to sustain,List([102, 112)))	SimpleArgument(a truly competitive advantage,List([113, 142)))	Our longstanding history and industry-leading position speak to our success in providing the IT staffing solutions, IT services and talent management insight required for you to actualize ROI and sustain a truly competitive advantage in a fast-changing market.
0.9077138780298117		SimpleArgument(the IT staffing solutions,List([59, 84)))	Relation(required for,List([85, 93), [94, 97)))	SimpleArgument(you to sustain a truly competitive advantage in a fast - changing market,List([98, 170)))	Our longstanding history and industry-leading position speak to our success in providing the IT staffing solutions, IT services and talent management insight required for you to actualize ROI and sustain a truly competitive advantage in a fast-changing market.
0.51318521882248		SimpleArgument(Our longstanding history,List([0, 24)))	Relation(speak to,List([25, 30), [31, 33)))	SimpleArgument(our success in providing the IT staffing solutions,List([34, 84)))	Our longstanding history and industry-leading position speak to our success in providing the IT staffing solutions, IT services and talent management insight required for you to actualize ROI and sustain a truly competitive advantage in a fast-changing market.
0.859811354567563		SimpleArgument(the IT staffing solutions,List([59, 84)))	Relation(required for,List([85, 93), [94, 97)))	SimpleArgument(you,List([98, 101)))	Our longstanding history and industry-leading position speak to our success in providing the IT staffing solutions, IT services and talent management insight required for you to actualize ROI and sustain a truly competitive advantage in a fast-changing market.
0.6283312565349937		SimpleArgument(Our longstanding history,List([0, 24)))	Relation(speak to,List([25, 30), [31, 33)))	SimpleArgument(our success in providing the IT staffing solutions required for you to actualize ROI,List([34, 118)))	Our longstanding history and industry-leading position speak to our success in providing the IT staffing solutions, IT services and talent management insight required for you to actualize ROI and sustain a truly competitive advantage in a fast-changing market.
0.904419968271469		SimpleArgument(IT,List([107, 109)))	Relation(demonstrated,List([110, 122)))	SimpleArgument(methods to optimize business 's only renewable asset : human capital,List([123, 191)))	We bring together an unparalleled network of credentialed IT professionals, real-world insight into how IT gets done and demonstrated methods to optimize business's most variable and only renewable asset: human capital.
0.904419968271469		SimpleArgument(IT,List([107, 109)))	Relation(demonstrated,List([110, 122)))	SimpleArgument(methods to optimize business 's most variable renewable asset : human capital,List([123, 200)))	We bring together an unparalleled network of credentialed IT professionals, real-world insight into how IT gets done and demonstrated methods to optimize business's most variable and only renewable asset: human capital.
0.6705364898871365		SimpleArgument(IT,List([107, 109)))	Relation(gets,List([110, 114)))	SimpleArgument(done,List([115, 119)))	We bring together an unparalleled network of credentialed IT professionals, real-world insight into how IT gets done and demonstrated methods to optimize business's most variable and only renewable asset: human capital.
0.4767059881480854		SimpleArgument(Our,List([0, 2)))	Relation(bring,List([3, 8)))	SimpleArgument(an unparalleled network of credentialed IT professionals,List([18, 74)))	We bring together an unparalleled network of credentialed IT professionals, real-world insight into how IT gets done and demonstrated methods to optimize business's most variable and only renewable asset: human capital.
0.22015391053105568		SimpleArgument(Our,List([0, 2)))	Relation(bring an unparalleled network of credentialed IT professionals,List([3, 8), [18, 74)))	SimpleArgument(together,List([9, 17)))	We bring together an unparalleled network of credentialed IT professionals, real-world insight into how IT gets done and demonstrated methods to optimize business's most variable and only renewable asset: human capital.
