0.38089450366724514		SimpleArgument(LTD,List([176, 179)))	Relation([is] a wholly - owned subsidiary of,List([107, 137)))	SimpleArgument(Newsun Electronic International CO.,List([138, 173)))	Shenzhen professional electronic semiconductor co., LTD (hereafter Shenzhen professional electronic ) is a wholly-owned subsidiary of Newsun Electronic International CO.,LTD (a direct member of China Electronic chamber of commerce and Shenzhen electronic chamber of commerce.)
0.9228356673204889		SimpleArgument(200,000 products,List([92, 108)))	Relation(having started,List([109, 123)))	SimpleArgument(co-operating with thousands of customers on a stable basis in the fields of switching intelligent home,List([124, 226)))	In the past 10 years,our core value has been to progress continuously and develop with innovation.We distribute over 30 international brands, 200,000 products having started co-operating with thousands of customers on a long-term and stable basis in the fields of switching power supply , intelligent home, industrial control and biomedical treatment,etc.
0.7247258229396957		SimpleArgument(our core value,List([23, 37)))	Relation(to distribute over,List([47, 60), [61, 65)))	SimpleArgument(30 international brands , 200,000 products having started co-operating with thousands of customers on a stable basis in the fields of switching intelligent home,List([66, 226)))	In the past 10 years,our core value has been to progress continuously and develop with innovation.We distribute over 30 international brands, 200,000 products having started co-operating with thousands of customers on a long-term and stable basis in the fields of switching power supply , intelligent home, industrial control and biomedical treatment,etc.
0.9228356673204889		SimpleArgument(200,000 products,List([92, 108)))	Relation(having started,List([109, 123)))	SimpleArgument(co-operating with thousands of customers on a stable basis in the fields of switching power supply,List([124, 222)))	In the past 10 years,our core value has been to progress continuously and develop with innovation.We distribute over 30 international brands, 200,000 products having started co-operating with thousands of customers on a long-term and stable basis in the fields of switching power supply , intelligent home, industrial control and biomedical treatment,etc.
0.7247258229396957		SimpleArgument(our core value,List([23, 37)))	Relation(to distribute over,List([47, 60), [61, 65)))	SimpleArgument(30 international brands , 200,000 products having started co-operating with thousands of customers on a stable basis in the fields of switching power supply,List([66, 222)))	In the past 10 years,our core value has been to progress continuously and develop with innovation.We distribute over 30 international brands, 200,000 products having started co-operating with thousands of customers on a long-term and stable basis in the fields of switching power supply , intelligent home, industrial control and biomedical treatment,etc.
0.7247258229396957		SimpleArgument(our core value,List([23, 37)))	Relation(to distribute over,List([47, 60), [61, 65)))	SimpleArgument(30 international brands , 200,000 products having started co-operating with thousands of customers on a long - term basis in the fields of switching etc.,List([66, 219)))	In the past 10 years,our core value has been to progress continuously and develop with innovation.We distribute over 30 international brands, 200,000 products having started co-operating with thousands of customers on a long-term and stable basis in the fields of switching power supply , intelligent home, industrial control and biomedical treatment,etc.
0.7402897141545282		SimpleArgument(our core value,List([23, 37)))	Relation(has been to distribute over 30 international brands , 200,000 products In,List([0, 41), [42, 99), [100, 108)))	TemporalArgument(the past 10 years,List([3, 20)))	In the past 10 years,our core value has been to progress continuously and develop with innovation.We distribute over 30 international brands, 200,000 products having started co-operating with thousands of customers on a long-term and stable basis in the fields of switching power supply , intelligent home, industrial control and biomedical treatment,etc.
0.6601056213946704		SimpleArgument(our core value,List([23, 37)))	Relation(has been to,List([38, 46), [47, 49)))	SimpleArgument(distribute over 30 international brands , 200,000 products,List([50, 108)))	In the past 10 years,our core value has been to progress continuously and develop with innovation.We distribute over 30 international brands, 200,000 products having started co-operating with thousands of customers on a long-term and stable basis in the fields of switching power supply , intelligent home, industrial control and biomedical treatment,etc.
0.9228356673204889		SimpleArgument(200,000 products,List([92, 108)))	Relation(having started,List([109, 123)))	SimpleArgument(co-operating with thousands of customers on a long - term basis in the fields of switching biomedical treatment,List([124, 235)))	In the past 10 years,our core value has been to progress continuously and develop with innovation.We distribute over 30 international brands, 200,000 products having started co-operating with thousands of customers on a long-term and stable basis in the fields of switching power supply , intelligent home, industrial control and biomedical treatment,etc.
0.7247258229396957		SimpleArgument(our core value,List([23, 37)))	Relation(to distribute over,List([47, 60), [61, 65)))	SimpleArgument(30 international brands , 200,000 products having started co-operating with thousands of customers on a long - term basis in the fields of switching biomedical treatment,List([66, 235)))	In the past 10 years,our core value has been to progress continuously and develop with innovation.We distribute over 30 international brands, 200,000 products having started co-operating with thousands of customers on a long-term and stable basis in the fields of switching power supply , intelligent home, industrial control and biomedical treatment,etc.
0.9228356673204889		SimpleArgument(200,000 products,List([92, 108)))	Relation(having started,List([109, 123)))	SimpleArgument(co-operating with thousands of customers on a long - term basis in the fields of switching industrial control,List([124, 233)))	In the past 10 years,our core value has been to progress continuously and develop with innovation.We distribute over 30 international brands, 200,000 products having started co-operating with thousands of customers on a long-term and stable basis in the fields of switching power supply , intelligent home, industrial control and biomedical treatment,etc.
0.7247258229396957		SimpleArgument(our core value,List([23, 37)))	Relation(to distribute over,List([47, 60), [61, 65)))	SimpleArgument(30 international brands , 200,000 products having started co-operating with thousands of customers on a long - term basis in the fields of switching industrial control,List([66, 233)))	In the past 10 years,our core value has been to progress continuously and develop with innovation.We distribute over 30 international brands, 200,000 products having started co-operating with thousands of customers on a long-term and stable basis in the fields of switching power supply , intelligent home, industrial control and biomedical treatment,etc.
0.9228356673204889		SimpleArgument(200,000 products,List([92, 108)))	Relation(having started,List([109, 123)))	SimpleArgument(co-operating with thousands of customers on a long - term basis in the fields of switching intelligent home,List([124, 231)))	In the past 10 years,our core value has been to progress continuously and develop with innovation.We distribute over 30 international brands, 200,000 products having started co-operating with thousands of customers on a long-term and stable basis in the fields of switching power supply , intelligent home, industrial control and biomedical treatment,etc.
0.7247258229396957		SimpleArgument(our core value,List([23, 37)))	Relation(to distribute over,List([47, 60), [61, 65)))	SimpleArgument(30 international brands , 200,000 products having started co-operating with thousands of customers on a long - term basis in the fields of switching intelligent home,List([66, 231)))	In the past 10 years,our core value has been to progress continuously and develop with innovation.We distribute over 30 international brands, 200,000 products having started co-operating with thousands of customers on a long-term and stable basis in the fields of switching power supply , intelligent home, industrial control and biomedical treatment,etc.
0.8817598924294554	Context(200,000 products having started,List([92, 123)))	SimpleArgument(200,000 products,List([92, 108)))	Relation(having started co-operating with,List([109, 123), [124, 136), [137, 141)))	SimpleArgument(thousands of customers,List([142, 164)))	In the past 10 years,our core value has been to progress continuously and develop with innovation.We distribute over 30 international brands, 200,000 products having started co-operating with thousands of customers on a long-term and stable basis in the fields of switching power supply , intelligent home, industrial control and biomedical treatment,etc.
0.9228356673204889		SimpleArgument(200,000 products,List([92, 108)))	Relation(having started,List([109, 123)))	SimpleArgument(co-operating with thousands of customers on a long - term basis in the fields of switching power supply,List([124, 227)))	In the past 10 years,our core value has been to progress continuously and develop with innovation.We distribute over 30 international brands, 200,000 products having started co-operating with thousands of customers on a long-term and stable basis in the fields of switching power supply , intelligent home, industrial control and biomedical treatment,etc.
0.7247258229396957		SimpleArgument(our core value,List([23, 37)))	Relation(to distribute over,List([47, 60), [61, 65)))	SimpleArgument(30 international brands , 200,000 products having started co-operating with thousands of customers on a long - term basis in the fields of switching power supply,List([66, 227)))	In the past 10 years,our core value has been to progress continuously and develop with innovation.We distribute over 30 international brands, 200,000 products having started co-operating with thousands of customers on a long-term and stable basis in the fields of switching power supply , intelligent home, industrial control and biomedical treatment,etc.
0.7402897141545282		SimpleArgument(our core value,List([23, 37)))	Relation(has been to distribute over 30 international brands In,List([0, 41), [42, 82), [83, 89)))	TemporalArgument(the past 10 years,List([3, 20)))	In the past 10 years,our core value has been to progress continuously and develop with innovation.We distribute over 30 international brands, 200,000 products having started co-operating with thousands of customers on a long-term and stable basis in the fields of switching power supply , intelligent home, industrial control and biomedical treatment,etc.
0.6601056213946704		SimpleArgument(our core value,List([23, 37)))	Relation(has been to,List([38, 46), [47, 49)))	SimpleArgument(distribute over 30 international brands,List([50, 89)))	In the past 10 years,our core value has been to progress continuously and develop with innovation.We distribute over 30 international brands, 200,000 products having started co-operating with thousands of customers on a long-term and stable basis in the fields of switching power supply , intelligent home, industrial control and biomedical treatment,etc.
0.7402897141545282		SimpleArgument(our core value,List([23, 37)))	Relation(has been to develop with In,List([0, 41), [42, 57), [58, 62)))	TemporalArgument(the past 10 years,List([3, 20)))	In the past 10 years,our core value has been to progress continuously and develop with innovation.We distribute over 30 international brands, 200,000 products having started co-operating with thousands of customers on a long-term and stable basis in the fields of switching power supply , intelligent home, industrial control and biomedical treatment,etc.
0.40640256215258874		SimpleArgument(our core value,List([23, 37)))	Relation(has been to,List([38, 46), [47, 49)))	SimpleArgument(develop with,List([50, 62)))	In the past 10 years,our core value has been to progress continuously and develop with innovation.We distribute over 30 international brands, 200,000 products having started co-operating with thousands of customers on a long-term and stable basis in the fields of switching power supply , intelligent home, industrial control and biomedical treatment,etc.
0.7402897141545282		SimpleArgument(our core value,List([23, 37)))	Relation(has been to progress continuously In,List([0, 41), [42, 58), [59, 71)))	TemporalArgument(the past 10 years,List([3, 20)))	In the past 10 years,our core value has been to progress continuously and develop with innovation.We distribute over 30 international brands, 200,000 products having started co-operating with thousands of customers on a long-term and stable basis in the fields of switching power supply , intelligent home, industrial control and biomedical treatment,etc.
0.40640256215258874		SimpleArgument(our core value,List([23, 37)))	Relation(has been to,List([38, 46), [47, 49)))	SimpleArgument(progress continuously,List([50, 71)))	In the past 10 years,our core value has been to progress continuously and develop with innovation.We distribute over 30 international brands, 200,000 products having started co-operating with thousands of customers on a long-term and stable basis in the fields of switching power supply , intelligent home, industrial control and biomedical treatment,etc.
