0.8815289594733001		SimpleArgument(world-class studio production services,List([40, 78)))	Relation(driven by,List([79, 85), [86, 88)))	SimpleArgument(the talents of its founder,List([89, 115)))	Palette Music-Studio-Productions offers world-class studio production services driven by the talents of its founder, Jeff Silverman.
0.9436740204769645		SimpleArgument(Jeff Silverman,List([0, 14)))	Relation(is,List([15, 17)))	SimpleArgument(a singer for film,List([18, 35)))	Jeff Silverman is a veteran producer, engineer, songwriter, accomplished musician, singer and music/audio editor and composer for film and tv.
0.9436740204769645		SimpleArgument(Jeff Silverman,List([0, 14)))	Relation(is,List([15, 17)))	SimpleArgument(accomplished musician for tv,List([18, 46)))	Jeff Silverman is a veteran producer, engineer, songwriter, accomplished musician, singer and music/audio editor and composer for film and tv.
0.9436740204769645		SimpleArgument(Jeff Silverman,List([0, 14)))	Relation(is,List([15, 17)))	SimpleArgument(accomplished musician for film,List([18, 48)))	Jeff Silverman is a veteran producer, engineer, songwriter, accomplished musician, singer and music/audio editor and composer for film and tv.
0.9436740204769645		SimpleArgument(Jeff Silverman,List([0, 14)))	Relation(is,List([15, 17)))	SimpleArgument(a veteran songwriter for tv,List([18, 45)))	Jeff Silverman is a veteran producer, engineer, songwriter, accomplished musician, singer and music/audio editor and composer for film and tv.
0.9436740204769645		SimpleArgument(Jeff Silverman,List([0, 14)))	Relation(is,List([15, 17)))	SimpleArgument(a veteran songwriter for film,List([18, 47)))	Jeff Silverman is a veteran producer, engineer, songwriter, accomplished musician, singer and music/audio editor and composer for film and tv.
0.9436740204769645		SimpleArgument(Jeff Silverman,List([0, 14)))	Relation(is,List([15, 17)))	SimpleArgument(a veteran engineer for tv,List([18, 43)))	Jeff Silverman is a veteran producer, engineer, songwriter, accomplished musician, singer and music/audio editor and composer for film and tv.
0.9436740204769645		SimpleArgument(Jeff Silverman,List([0, 14)))	Relation(is,List([15, 17)))	SimpleArgument(a veteran engineer for film,List([18, 45)))	Jeff Silverman is a veteran producer, engineer, songwriter, accomplished musician, singer and music/audio editor and composer for film and tv.
0.9436740204769645		SimpleArgument(Jeff Silverman,List([0, 14)))	Relation(is,List([15, 17)))	SimpleArgument(a veteran producer for tv,List([18, 43)))	Jeff Silverman is a veteran producer, engineer, songwriter, accomplished musician, singer and music/audio editor and composer for film and tv.
0.9436740204769645		SimpleArgument(Jeff Silverman,List([0, 14)))	Relation(is,List([15, 17)))	SimpleArgument(a veteran producer for film,List([18, 45)))	Jeff Silverman is a veteran producer, engineer, songwriter, accomplished musician, singer and music/audio editor and composer for film and tv.
0.4978219019954182		SimpleArgument(Jeff Silverman,List([0, 2)))	Relation(is also,List([3, 10)))	SimpleArgument(a former (LA) Motown staff songwriter,List([11, 48)))	He is also a former (LA) Motown staff songwriter.
0.8608249288794803		SimpleArgument(Multi-Platinum artist,List([101, 122)))	Relation(released in,List([144, 152), [174, 176)))	TemporalArgument(March 2010,List([177, 187)))	Recent Projects: Co-produced, co-wrote and performed on 'From The Vault (A Collection of works by Rick Springfield and Jeff Silverman)' with Multi-Platinum artist, Rick Springfield, released on Frontiers Records in March 2010.
0.876543225140763		SimpleArgument(Jeff,List([87, 91)))	Relation(has edited for,List([92, 102), [103, 106)))	SimpleArgument(artists such as : Stephen Bishop,List([107, 139)))	In addition to his credits for engineering on the Emmy Nominated 'Mists of Avalon,' Jeff has mixed, mastered and edited for artists such as: Charice, Boyz to Men, David Cassidy, George Clinton, Paula Abdul, Prince, Richard Marx & Barbra Streisand and Stephen Bishop.
0.876543225140763		SimpleArgument(Jeff,List([87, 91)))	Relation(has edited for,List([92, 102), [103, 106)))	SimpleArgument(artists such as : Barbra Streisand,List([107, 141)))	In addition to his credits for engineering on the Emmy Nominated 'Mists of Avalon,' Jeff has mixed, mastered and edited for artists such as: Charice, Boyz to Men, David Cassidy, George Clinton, Paula Abdul, Prince, Richard Marx & Barbra Streisand and Stephen Bishop.
0.876543225140763		SimpleArgument(Jeff,List([87, 91)))	Relation(has edited for,List([92, 102), [103, 106)))	SimpleArgument(artists such as : Richard Marx,List([107, 137)))	In addition to his credits for engineering on the Emmy Nominated 'Mists of Avalon,' Jeff has mixed, mastered and edited for artists such as: Charice, Boyz to Men, David Cassidy, George Clinton, Paula Abdul, Prince, Richard Marx & Barbra Streisand and Stephen Bishop.
0.876543225140763		SimpleArgument(Jeff,List([87, 91)))	Relation(has edited for,List([92, 102), [103, 106)))	SimpleArgument(artists such as : Prince,List([107, 131)))	In addition to his credits for engineering on the Emmy Nominated 'Mists of Avalon,' Jeff has mixed, mastered and edited for artists such as: Charice, Boyz to Men, David Cassidy, George Clinton, Paula Abdul, Prince, Richard Marx & Barbra Streisand and Stephen Bishop.
0.876543225140763		SimpleArgument(Jeff,List([87, 91)))	Relation(has edited for,List([92, 102), [103, 106)))	SimpleArgument(artists such as : Paula Abdul,List([107, 136)))	In addition to his credits for engineering on the Emmy Nominated 'Mists of Avalon,' Jeff has mixed, mastered and edited for artists such as: Charice, Boyz to Men, David Cassidy, George Clinton, Paula Abdul, Prince, Richard Marx & Barbra Streisand and Stephen Bishop.
0.876543225140763		SimpleArgument(Jeff,List([87, 91)))	Relation(has edited for,List([92, 102), [103, 106)))	SimpleArgument(artists such as : George Clinton,List([107, 139)))	In addition to his credits for engineering on the Emmy Nominated 'Mists of Avalon,' Jeff has mixed, mastered and edited for artists such as: Charice, Boyz to Men, David Cassidy, George Clinton, Paula Abdul, Prince, Richard Marx & Barbra Streisand and Stephen Bishop.
0.876543225140763		SimpleArgument(Jeff,List([87, 91)))	Relation(has edited for,List([92, 102), [103, 106)))	SimpleArgument(artists such as : David Cassidy,List([107, 138)))	In addition to his credits for engineering on the Emmy Nominated 'Mists of Avalon,' Jeff has mixed, mastered and edited for artists such as: Charice, Boyz to Men, David Cassidy, George Clinton, Paula Abdul, Prince, Richard Marx & Barbra Streisand and Stephen Bishop.
0.876543225140763		SimpleArgument(Jeff,List([87, 91)))	Relation(has edited for,List([92, 102), [103, 106)))	SimpleArgument(artists such as : Boyz to Men,List([107, 136)))	In addition to his credits for engineering on the Emmy Nominated 'Mists of Avalon,' Jeff has mixed, mastered and edited for artists such as: Charice, Boyz to Men, David Cassidy, George Clinton, Paula Abdul, Prince, Richard Marx & Barbra Streisand and Stephen Bishop.
0.876543225140763		SimpleArgument(Jeff,List([87, 91)))	Relation(has edited for,List([92, 102), [103, 106)))	SimpleArgument(artists such as : Charice,List([107, 132)))	In addition to his credits for engineering on the Emmy Nominated 'Mists of Avalon,' Jeff has mixed, mastered and edited for artists such as: Charice, Boyz to Men, David Cassidy, George Clinton, Paula Abdul, Prince, Richard Marx & Barbra Streisand and Stephen Bishop.
