0.38089450366724514		SimpleArgument(JPMorgan Chase,List([211, 225)))	Relation([is] the commercial banking subsidiary of,List([114, 150)))	SimpleArgument(the U.S. multinational financial services holding company,List([151, 208)))	JPMorgan Chase Bank, N.A., doing business as Chase Bank, is a national bank headquartered in Manhattan, New York City, that constitutes the consumer and commercial banking subsidiary of the U.S. multinational banking and financial services holding company, JPMorgan Chase & Co.
0.9030401971054747		SimpleArgument(multinational banking,List([158, 179)))	Relation(holding,List([180, 187)))	SimpleArgument(company,List([188, 195)))	JPMorgan Chase Bank, N.A., doing business as Chase Bank, is a national bank headquartered in Manhattan, New York City, that constitutes the consumer and commercial banking subsidiary of the U.S. multinational banking and financial services holding company, JPMorgan Chase & Co.
0.9680715191445158		SimpleArgument(a national bank headquartered in Manhattan,List([36, 78)))	Relation(constitutes,List([102, 113)))	SimpleArgument(the consumer banking subsidiary of the U.S. multinational banking holding company,List([114, 195)))	JPMorgan Chase Bank, N.A., doing business as Chase Bank, is a national bank headquartered in Manhattan, New York City, that constitutes the consumer and commercial banking subsidiary of the U.S. multinational banking and financial services holding company, JPMorgan Chase & Co.
0.9302652871990913		SimpleArgument(doing business as Chase Bank,List([2, 30)))	Relation(is,List([33, 35)))	SimpleArgument(a national bank headquartered in Manhattan , New York City , that constitutes the consumer banking subsidiary of the U.S. multinational banking holding company , JPMorgan Chase & Co.,List([36, 218)))	JPMorgan Chase Bank, N.A., doing business as Chase Bank, is a national bank headquartered in Manhattan, New York City, that constitutes the consumer and commercial banking subsidiary of the U.S. multinational banking and financial services holding company, JPMorgan Chase & Co.
0.22506131975927415		SimpleArgument(it,List([49, 51)))	Relation(merged with J.P. Morgan & Co. in,List([52, 58), [59, 81), [82, 84)))	TemporalArgument(2000,List([85, 89)))	The bank was known as Chase Manhattan Bank until it merged with J.P. Morgan & Co. in 2000.
0.4978219019954182		SimpleArgument(it,List([49, 51)))	Relation(merged with,List([52, 58), [59, 63)))	SimpleArgument(J.P. Morgan & Co.,List([64, 81)))	The bank was known as Chase Manhattan Bank until it merged with J.P. Morgan & Co. in 2000.
0.8588213959830759		SimpleArgument(The bank,List([0, 8)))	Relation(was known as Chase Manhattan Bank until,List([9, 18), [19, 42), [43, 48)))	TemporalArgument(it merged with J.P. Morgan & Co. in 2000,List([49, 89)))	The bank was known as Chase Manhattan Bank until it merged with J.P. Morgan & Co. in 2000.
0.9180804252893389		SimpleArgument(The bank,List([0, 8)))	Relation(was known as,List([9, 18), [19, 21)))	SimpleArgument(Chase Manhattan Bank,List([22, 42)))	The bank was known as Chase Manhattan Bank until it merged with J.P. Morgan & Co. in 2000.
0.7619884559997249		SimpleArgument(Chase Manhattan Bank,List([0, 20)))	Relation(was formed in,List([21, 31), [71, 73)))	TemporalArgument(1955,List([74, 78)))	Chase Manhattan Bank was formed by the merger of the Chase National Bank and The Manhattan Company in 1955.
0.9436221120476838		SimpleArgument(Chase Manhattan Bank,List([0, 20)))	Relation(was formed by,List([21, 31), [32, 34)))	SimpleArgument(the merger of The Manhattan Company,List([35, 70)))	Chase Manhattan Bank was formed by the merger of the Chase National Bank and The Manhattan Company in 1955.
0.9436221120476838		SimpleArgument(Chase Manhattan Bank,List([0, 20)))	Relation(was formed by,List([21, 31), [32, 34)))	SimpleArgument(the merger of the Chase National Bank in 1955,List([35, 80)))	Chase Manhattan Bank was formed by the merger of the Chase National Bank and The Manhattan Company in 1955.
0.798862040504132		SimpleArgument(The bank,List([0, 8)))	Relation(has been headquartered since,List([9, 31), [50, 55)))	TemporalArgument(its merger with Bank One Corporation in 2004,List([56, 100)))	The bank has been headquartered in Columbus, Ohio since its merger with Bank One Corporation in 2004.
0.9180804252893389		SimpleArgument(The bank,List([0, 8)))	Relation(has been headquartered in,List([9, 31), [32, 34)))	SpatialArgument(Columbus,List([35, 43)))	The bank has been headquartered in Columbus, Ohio since its merger with Bank One Corporation in 2004.
0.9180804252893389		SimpleArgument(The bank,List([0, 8)))	Relation(acquired,List([9, 17)))	SimpleArgument(most assets of Washington Mutual,List([18, 50)))	The bank acquired the deposits and most assets of Washington Mutual.
0.9030401971054747		SimpleArgument(The bank,List([0, 8)))	Relation(acquired,List([9, 17)))	SimpleArgument(the deposits,List([18, 30)))	The bank acquired the deposits and most assets of Washington Mutual.
