0.8942434158739456		SimpleArgument(people,List([29, 35)))	Relation(to make,List([36, 43)))	SimpleArgument(a lifetime of great financial decisions,List([44, 83)))	At Kearney Group, we empower people to make a lifetime of great financial decisions.
0.8583748249202758	Context(good humans want,List([90, 110)))	SimpleArgument(good humans,List([90, 101)))	Relation(want to make,List([106, 110), [111, 118)))	SimpleArgument(a difference to others ' wellbeing,List([119, 153)))	We're always on the lookout for talent - those professionals who punch above their weight but most importantly, are also good humans who want to make a difference to others' wellbeing.
0.8583748249202758		SimpleArgument(good humans,List([90, 101)))	Relation(want to,List([106, 110), [111, 113)))	SimpleArgument(make a difference to others ' wellbeing,List([114, 153)))	We're always on the lookout for talent - those professionals who punch above their weight but most importantly, are also good humans who want to make a difference to others' wellbeing.
0.292827695956731	Context(those professionals most importantly are also,List([42, 89)))	SimpleArgument(We,List([0, 2)))	Relation('re on,List([3, 6), [14, 16)))	SimpleArgument(the lookout for talent,List([17, 39)))	We're always on the lookout for talent - those professionals who punch above their weight but most importantly, are also good humans who want to make a difference to others' wellbeing.
0.17853087458024205	Context(those professionals most importantly are also,List([42, 89)))	SimpleArgument(We,List([0, 2)))	Relation('re on the lookout for talent,List([3, 6), [14, 39)))	TemporalArgument(always,List([7, 13)))	We're always on the lookout for talent - those professionals who punch above their weight but most importantly, are also good humans who want to make a difference to others' wellbeing.
0.8824544142993688		SimpleArgument(those professionals,List([42, 61)))	Relation(most importantly are also,List([62, 78), [81, 89)))	SimpleArgument(good humans who want to make a difference to others ' wellbeing,List([90, 153)))	We're always on the lookout for talent - those professionals who punch above their weight but most importantly, are also good humans who want to make a difference to others' wellbeing.
0.8103687806061152		SimpleArgument(those professionals,List([42, 61)))	Relation(punch above,List([66, 71), [72, 77)))	SpatialArgument(their weight,List([78, 90)))	We're always on the lookout for talent - those professionals who punch above their weight but most importantly, are also good humans who want to make a difference to others' wellbeing.
0.16421217629843415		SimpleArgument(We,List([0, 2)))	Relation('re on,List([3, 6), [14, 16)))	SimpleArgument(the lookout for talent - those professionals,List([17, 61)))	We're always on the lookout for talent - those professionals who punch above their weight but most importantly, are also good humans who want to make a difference to others' wellbeing.
0.22015391053105568		SimpleArgument(We,List([0, 2)))	Relation('re on the lookout for talent - those professionals,List([3, 6), [14, 61)))	TemporalArgument(always,List([7, 13)))	We're always on the lookout for talent - those professionals who punch above their weight but most importantly, are also good humans who want to make a difference to others' wellbeing.
0.837325388993128		SimpleArgument(someone,List([12, 19)))	Relation('d be,List([23, 28)))	SimpleArgument(great for our team,List([29, 47)))	If you know someone who'd be great for our team, please send them our way.
0.5354835179766892		SimpleArgument(you,List([3, 6)))	Relation(know,List([7, 11)))	SimpleArgument(someone who'd be great for our team,List([12, 47)))	If you know someone who'd be great for our team, please send them our way.
0.20900000631809235		SimpleArgument(the Year,List([0, 0)))	Relation(has National Practice of,List([0, 0)))	SimpleArgument(100 firms list,List(null))	RECOGNITION * AFR's Top 100 Firms List (2017 - #58) * AFA Australian Practice of the Year (2015/16) * Victorian Practice of the Year (2015) * National Practice of the Year (2014) * FPA Best Practice Awards - CFP Runner Up (2013 - Paul Kearney) * Victorian Practice of the Year (2012) * National Practice of the Year (2011) * CPA Young Achiever Award Finalist (2011 - Lachlan Ezard) * Victorian Adviser of the Year (2010 - Paul Kearney) * Victorian Practice of the Year (2008)
0.8289161257250617		SimpleArgument(COMMUNITY Practice CEO,List([0, 22)))	Relation(continues to,List([40, 49), [50, 52)))	SimpleArgument(lead the team with commitment to corporate responsibility,List([53, 110)))	COMMUNITY Practice Founder and CEO, Paul Kearney, continues to lead the team with commitment to professional excellence and corporate responsibility.
0.8289161257250617	Context(COMMUNITY Practice CEO continues,List([0, 49)))	SimpleArgument(COMMUNITY Practice CEO,List([0, 22)))	Relation(continues to lead,List([40, 49), [50, 57)))	SimpleArgument(the team,List([58, 66)))	COMMUNITY Practice Founder and CEO, Paul Kearney, continues to lead the team with commitment to professional excellence and corporate responsibility.
0.8289161257250617		SimpleArgument(COMMUNITY Practice CEO,List([0, 22)))	Relation(continues to,List([40, 49), [50, 52)))	SimpleArgument(lead the team with commitment to professional excellence,List([53, 109)))	COMMUNITY Practice Founder and CEO, Paul Kearney, continues to lead the team with commitment to professional excellence and corporate responsibility.
0.8289161257250617		SimpleArgument(COMMUNITY Practice Founder,List([0, 26)))	Relation(continues to,List([44, 53), [54, 56)))	SimpleArgument(lead the team with commitment to corporate responsibility,List([57, 114)))	COMMUNITY Practice Founder and CEO, Paul Kearney, continues to lead the team with commitment to professional excellence and corporate responsibility.
0.8289161257250617	Context(COMMUNITY Practice Founder continues,List([0, 53)))	SimpleArgument(COMMUNITY Practice Founder,List([0, 26)))	Relation(continues to lead,List([44, 53), [54, 61)))	SimpleArgument(the team,List([62, 70)))	COMMUNITY Practice Founder and CEO, Paul Kearney, continues to lead the team with commitment to professional excellence and corporate responsibility.
0.8289161257250617		SimpleArgument(COMMUNITY Practice Founder,List([0, 26)))	Relation(continues to,List([44, 53), [54, 56)))	SimpleArgument(lead the team with commitment to professional excellence,List([57, 113)))	COMMUNITY Practice Founder and CEO, Paul Kearney, continues to lead the team with commitment to professional excellence and corporate responsibility.
0.8900682858542827		SimpleArgument(Paul,List([0, 4)))	Relation(sits on the Board of Management for The Homes For Homes,List([15, 19), [20, 70)))	TemporalArgument(currently,List([5, 14)))	Paul currently sits on the Board of Management for The Big Issue Australia and Homes For Homes.
0.9210233335200773		SimpleArgument(Paul,List([0, 4)))	Relation(sits on,List([15, 19), [20, 22)))	SimpleArgument(the Board of Management for The Homes For Homes,List([23, 70)))	Paul currently sits on the Board of Management for The Big Issue Australia and Homes For Homes.
0.8900682858542827		SimpleArgument(Paul,List([0, 4)))	Relation(sits on the Board of Management for The Big Issue Australia For Homes,List([15, 19), [20, 84)))	TemporalArgument(currently,List([5, 14)))	Paul currently sits on the Board of Management for The Big Issue Australia and Homes For Homes.
0.9492443998687922		SimpleArgument(Paul,List([0, 4)))	Relation(sits on,List([15, 19), [20, 22)))	SimpleArgument(the Board of Management for The Big Issue Australia For Homes,List([23, 84)))	Paul currently sits on the Board of Management for The Big Issue Australia and Homes For Homes.
0.9266090726027133		SimpleArgument(The firm,List([0, 8)))	Relation(provides support to,List([14, 22), [23, 30), [31, 33)))	SimpleArgument(a number of important community organisations , including Ovarian Step,List([34, 104)))	The firm also provides support to a number of important community organisations, including Ovarian Cancer Australia and Step Back Think.
0.38089450366724514		SimpleArgument(Think,List([122, 127)))	Relation([is] Back [of],List([117, 121)))	SimpleArgument(Ovarian Cancer Australia,List([92, 116)))	The firm also provides support to a number of important community organisations, including Ovarian Cancer Australia and Step Back Think.
0.9382433616531214		SimpleArgument(The firm,List([0, 8)))	Relation(provides support to,List([14, 22), [23, 30), [31, 33)))	SimpleArgument(a number of important community organisations , including Ovarian Cancer Australia Back Think,List([34, 127)))	The firm also provides support to a number of important community organisations, including Ovarian Cancer Australia and Step Back Think.
0.8872966301155124		SimpleArgument(The firm,List([0, 8)))	Relation(provides,List([14, 22)))	SimpleArgument(support,List([23, 30)))	The firm also provides support to a number of important community organisations, including Ovarian Cancer Australia and Step Back Think.
