0.7372865414614487		SimpleArgument(a major record label,List([18, 38)))	Relation(operates,List([44, 52)))		Island Records is a major record label that operates as a division of Universal Music Group (UMG).
0.9640827750857294		SimpleArgument(Island in particular,List([87, 107)))	Relation(having exerted,List([108, 122)))	SimpleArgument(a major influence on the progressive UK music scene in the early 1970s,List([123, 193)))	Both Island, and another recent PolyGram acquisition, A&M, were at the time the largest independent record labels in history, with Island in particular having exerted a major influence on the progressive UK music scene in the early 1970s.
0.9143456855143793		SimpleArgument(Both Island,List([0, 11)))	Relation(were at,List([14, 18), [19, 21)))	SimpleArgument(the time,List([22, 30)))	Both Island, and another recent PolyGram acquisition, A&M, were at the time the largest independent record labels in history, with Island in particular having exerted a major influence on the progressive UK music scene in the early 1970s.
0.9045207649554154		SimpleArgument(The label,List([0, 9)))	Relation(handling,List([92, 100)))	SimpleArgument(Mercury Records,List([101, 116)))	The label has been operating as one of Universal Music's standalone labels since 2014, also handling Mercury Records.
0.681898541880026		SimpleArgument(The label,List([0, 9)))	Relation(has been operating since,List([10, 28), [75, 80)))	TemporalArgument(2014,List([81, 85)))	The label has been operating as one of Universal Music's standalone labels since 2014, also handling Mercury Records.
0.9180804252893389		SimpleArgument(The label,List([0, 9)))	Relation(has been operating as,List([10, 28), [29, 31)))	TemporalArgument(one of Universal Music's standalone labels,List([32, 74)))	The label has been operating as one of Universal Music's standalone labels since 2014, also handling Mercury Records.
0.9387281236502384		SimpleArgument(three Island label brands,List([22, 47)))	Relation(exist in,List([48, 53), [54, 56)))	SpatialArgument(the world,List([57, 66)))	As of February 2014, three Island label brands exist in the world: Island UK, Island US, and Island Australia.
0.9324144673478683		SimpleArgument(Island,List([49, 55)))	Relation(remains,List([56, 63)))	SimpleArgument(one of UMG's pre-eminent record labels,List([64, 102)))	Partially due to the label's significant legacy, Island remains one of UMG's pre-eminent record labels.
0.38089450366724514		SimpleArgument(Melissa Etheridge,List([60, 77)))	Relation([is] artist [of],List([53, 59)))	SimpleArgument(Island Records,List([38, 52)))	In a 50-year anniversary documentary, Island Records artist Melissa Etheridge stated: "If you want to look at world music, music of the last fifty years that changed the world, you need look no further than Island Records."
0.2658392749347332	Context(Island Records artist Melissa Etheridge stated you need,List([38, 185)))	SimpleArgument(you,List([177, 180)))	Relation(need look no further than Island Records look no further,List([181, 185), [186, 193)))		In a 50-year anniversary documentary, Island Records artist Melissa Etheridge stated: "If you want to look at world music, music of the last fifty years that changed the world, you need look no further than Island Records."
0.5972483701400537	Context(Island Records artist Melissa Etheridge stated,List([38, 84)))	SimpleArgument(you,List([177, 180)))	Relation(need,List([181, 185)))	SimpleArgument(look no further than Island Records,List([186, 221)))	In a 50-year anniversary documentary, Island Records artist Melissa Etheridge stated: "If you want to look at world music, music of the last fifty years that changed the world, you need look no further than Island Records."
0.9501681402937854		SimpleArgument(Island Records artist Melissa Etheridge,List([38, 77)))	Relation(stated you need look no further than Island Records In,List([0, 2), [78, 213), [214, 221)))	SpatialArgument(a 50-year anniversary documentary,List([3, 36)))	In a 50-year anniversary documentary, Island Records artist Melissa Etheridge stated: "If you want to look at world music, music of the last fifty years that changed the world, you need look no further than Island Records."
0.8761210290998602		SimpleArgument(Island Records artist Melissa Etheridge,List([38, 77)))	Relation(stated,List([78, 84)))	SimpleArgument(you need look no further than Island Records,List([177, 221)))	In a 50-year anniversary documentary, Island Records artist Melissa Etheridge stated: "If you want to look at world music, music of the last fifty years that changed the world, you need look no further than Island Records."
0.5617411649644959	Context(you want,List([90, 98)))	SimpleArgument(you,List([90, 93)))	Relation(want to look at,List([94, 98), [99, 106), [107, 109)))	SimpleArgument(world music,List([110, 121)))	In a 50-year anniversary documentary, Island Records artist Melissa Etheridge stated: "If you want to look at world music, music of the last fifty years that changed the world, you need look no further than Island Records."
0.5617411649644959		SimpleArgument(you,List([90, 93)))	Relation(want to,List([94, 98), [99, 101)))	SimpleArgument(look at world music,List([102, 121)))	In a 50-year anniversary documentary, Island Records artist Melissa Etheridge stated: "If you want to look at world music, music of the last fifty years that changed the world, you need look no further than Island Records."
0.9052256377408016		SimpleArgument(the last fifty years,List([132, 152)))	Relation(changed,List([158, 165)))	SimpleArgument(the world,List([166, 175)))	In a 50-year anniversary documentary, Island Records artist Melissa Etheridge stated: "If you want to look at world music, music of the last fifty years that changed the world, you need look no further than Island Records."
0.9485479188231729		SimpleArgument(the current UK roster,List([53, 74)))	Relation(includes,List([75, 83)))	SimpleArgument(the Bottlemen,List([84, 97)))	The label's US roster includes Demi Lovato, Nick Jonas, Keke Palmer, Taio Cruz, the Vamps, Kiesza, Nikki Williams, Shawn Mendes, Neon Trees, Tove Lo, Avicii, Bon Jovi, American Authors and Fall Out Boy whereas the current UK roster includes Florence + The Machine, Ariana Grande, Mumford & Sons, John Newman, Hozier, Catfish and the Bottlemen, Disclosure, AlunaGeorge, Leona Lewis, Keane, James Morrison, Annie Lennox and Will Young.
0.9485479188231729		SimpleArgument(the current UK roster,List([53, 74)))	Relation(includes,List([75, 83)))	SimpleArgument(Catfish,List([84, 91)))	The label's US roster includes Demi Lovato, Nick Jonas, Keke Palmer, Taio Cruz, the Vamps, Kiesza, Nikki Williams, Shawn Mendes, Neon Trees, Tove Lo, Avicii, Bon Jovi, American Authors and Fall Out Boy whereas the current UK roster includes Florence + The Machine, Ariana Grande, Mumford & Sons, John Newman, Hozier, Catfish and the Bottlemen, Disclosure, AlunaGeorge, Leona Lewis, Keane, James Morrison, Annie Lennox and Will Young.
0.9485479188231729		SimpleArgument(the current UK roster,List([53, 74)))	Relation(includes,List([75, 83)))	SimpleArgument(Hozier,List([84, 90)))	The label's US roster includes Demi Lovato, Nick Jonas, Keke Palmer, Taio Cruz, the Vamps, Kiesza, Nikki Williams, Shawn Mendes, Neon Trees, Tove Lo, Avicii, Bon Jovi, American Authors and Fall Out Boy whereas the current UK roster includes Florence + The Machine, Ariana Grande, Mumford & Sons, John Newman, Hozier, Catfish and the Bottlemen, Disclosure, AlunaGeorge, Leona Lewis, Keane, James Morrison, Annie Lennox and Will Young.
0.9485479188231729		SimpleArgument(the current UK roster,List([53, 74)))	Relation(includes,List([75, 83)))	SimpleArgument(John Newman,List([84, 95)))	The label's US roster includes Demi Lovato, Nick Jonas, Keke Palmer, Taio Cruz, the Vamps, Kiesza, Nikki Williams, Shawn Mendes, Neon Trees, Tove Lo, Avicii, Bon Jovi, American Authors and Fall Out Boy whereas the current UK roster includes Florence + The Machine, Ariana Grande, Mumford & Sons, John Newman, Hozier, Catfish and the Bottlemen, Disclosure, AlunaGeorge, Leona Lewis, Keane, James Morrison, Annie Lennox and Will Young.
0.9485479188231729		SimpleArgument(the current UK roster,List([53, 74)))	Relation(includes,List([75, 83)))	SimpleArgument(Ariana Grande , Mumford & Sons,List([84, 114)))	The label's US roster includes Demi Lovato, Nick Jonas, Keke Palmer, Taio Cruz, the Vamps, Kiesza, Nikki Williams, Shawn Mendes, Neon Trees, Tove Lo, Avicii, Bon Jovi, American Authors and Fall Out Boy whereas the current UK roster includes Florence + The Machine, Ariana Grande, Mumford & Sons, John Newman, Hozier, Catfish and the Bottlemen, Disclosure, AlunaGeorge, Leona Lewis, Keane, James Morrison, Annie Lennox and Will Young.
0.9485479188231729		SimpleArgument(the current UK roster,List([53, 74)))	Relation(includes,List([75, 83)))	SimpleArgument(Florence +,List([84, 94)))	The label's US roster includes Demi Lovato, Nick Jonas, Keke Palmer, Taio Cruz, the Vamps, Kiesza, Nikki Williams, Shawn Mendes, Neon Trees, Tove Lo, Avicii, Bon Jovi, American Authors and Fall Out Boy whereas the current UK roster includes Florence + The Machine, Ariana Grande, Mumford & Sons, John Newman, Hozier, Catfish and the Bottlemen, Disclosure, AlunaGeorge, Leona Lewis, Keane, James Morrison, Annie Lennox and Will Young.
0.9530647582435334		SimpleArgument(The label 's US roster,List([0, 22)))	Relation(includes,List([23, 31)))	SimpleArgument(Fall Out Boy,List([32, 44)))	The label's US roster includes Demi Lovato, Nick Jonas, Keke Palmer, Taio Cruz, the Vamps, Kiesza, Nikki Williams, Shawn Mendes, Neon Trees, Tove Lo, Avicii, Bon Jovi, American Authors and Fall Out Boy whereas the current UK roster includes Florence + The Machine, Ariana Grande, Mumford & Sons, John Newman, Hozier, Catfish and the Bottlemen, Disclosure, AlunaGeorge, Leona Lewis, Keane, James Morrison, Annie Lennox and Will Young.
0.9530647582435334		SimpleArgument(The label 's US roster,List([0, 22)))	Relation(includes,List([23, 31)))	SimpleArgument(Will Young,List([32, 42)))	The label's US roster includes Demi Lovato, Nick Jonas, Keke Palmer, Taio Cruz, the Vamps, Kiesza, Nikki Williams, Shawn Mendes, Neon Trees, Tove Lo, Avicii, Bon Jovi, American Authors and Fall Out Boy whereas the current UK roster includes Florence + The Machine, Ariana Grande, Mumford & Sons, John Newman, Hozier, Catfish and the Bottlemen, Disclosure, AlunaGeorge, Leona Lewis, Keane, James Morrison, Annie Lennox and Will Young.
0.9530647582435334		SimpleArgument(The label 's US roster,List([0, 22)))	Relation(includes,List([23, 31)))	SimpleArgument(Annie Lennox,List([32, 44)))	The label's US roster includes Demi Lovato, Nick Jonas, Keke Palmer, Taio Cruz, the Vamps, Kiesza, Nikki Williams, Shawn Mendes, Neon Trees, Tove Lo, Avicii, Bon Jovi, American Authors and Fall Out Boy whereas the current UK roster includes Florence + The Machine, Ariana Grande, Mumford & Sons, John Newman, Hozier, Catfish and the Bottlemen, Disclosure, AlunaGeorge, Leona Lewis, Keane, James Morrison, Annie Lennox and Will Young.
0.9530647582435334		SimpleArgument(The label 's US roster,List([0, 22)))	Relation(includes,List([23, 31)))	SimpleArgument(James Morrison,List([32, 46)))	The label's US roster includes Demi Lovato, Nick Jonas, Keke Palmer, Taio Cruz, the Vamps, Kiesza, Nikki Williams, Shawn Mendes, Neon Trees, Tove Lo, Avicii, Bon Jovi, American Authors and Fall Out Boy whereas the current UK roster includes Florence + The Machine, Ariana Grande, Mumford & Sons, John Newman, Hozier, Catfish and the Bottlemen, Disclosure, AlunaGeorge, Leona Lewis, Keane, James Morrison, Annie Lennox and Will Young.
0.9530647582435334		SimpleArgument(The label 's US roster,List([0, 22)))	Relation(includes,List([23, 31)))	SimpleArgument(Keane,List([32, 37)))	The label's US roster includes Demi Lovato, Nick Jonas, Keke Palmer, Taio Cruz, the Vamps, Kiesza, Nikki Williams, Shawn Mendes, Neon Trees, Tove Lo, Avicii, Bon Jovi, American Authors and Fall Out Boy whereas the current UK roster includes Florence + The Machine, Ariana Grande, Mumford & Sons, John Newman, Hozier, Catfish and the Bottlemen, Disclosure, AlunaGeorge, Leona Lewis, Keane, James Morrison, Annie Lennox and Will Young.
0.9530647582435334		SimpleArgument(The label 's US roster,List([0, 22)))	Relation(includes,List([23, 31)))	SimpleArgument(Leona Lewis,List([32, 43)))	The label's US roster includes Demi Lovato, Nick Jonas, Keke Palmer, Taio Cruz, the Vamps, Kiesza, Nikki Williams, Shawn Mendes, Neon Trees, Tove Lo, Avicii, Bon Jovi, American Authors and Fall Out Boy whereas the current UK roster includes Florence + The Machine, Ariana Grande, Mumford & Sons, John Newman, Hozier, Catfish and the Bottlemen, Disclosure, AlunaGeorge, Leona Lewis, Keane, James Morrison, Annie Lennox and Will Young.
0.9530647582435334		SimpleArgument(The label 's US roster,List([0, 22)))	Relation(includes,List([23, 31)))	SimpleArgument(AlunaGeorge,List([32, 43)))	The label's US roster includes Demi Lovato, Nick Jonas, Keke Palmer, Taio Cruz, the Vamps, Kiesza, Nikki Williams, Shawn Mendes, Neon Trees, Tove Lo, Avicii, Bon Jovi, American Authors and Fall Out Boy whereas the current UK roster includes Florence + The Machine, Ariana Grande, Mumford & Sons, John Newman, Hozier, Catfish and the Bottlemen, Disclosure, AlunaGeorge, Leona Lewis, Keane, James Morrison, Annie Lennox and Will Young.
0.9530647582435334		SimpleArgument(The label 's US roster,List([0, 22)))	Relation(includes,List([23, 31)))	SimpleArgument(Disclosure,List([32, 42)))	The label's US roster includes Demi Lovato, Nick Jonas, Keke Palmer, Taio Cruz, the Vamps, Kiesza, Nikki Williams, Shawn Mendes, Neon Trees, Tove Lo, Avicii, Bon Jovi, American Authors and Fall Out Boy whereas the current UK roster includes Florence + The Machine, Ariana Grande, Mumford & Sons, John Newman, Hozier, Catfish and the Bottlemen, Disclosure, AlunaGeorge, Leona Lewis, Keane, James Morrison, Annie Lennox and Will Young.
0.9530647582435334		SimpleArgument(The label 's US roster,List([0, 22)))	Relation(includes,List([23, 31)))	SimpleArgument(American Authors,List([32, 48)))	The label's US roster includes Demi Lovato, Nick Jonas, Keke Palmer, Taio Cruz, the Vamps, Kiesza, Nikki Williams, Shawn Mendes, Neon Trees, Tove Lo, Avicii, Bon Jovi, American Authors and Fall Out Boy whereas the current UK roster includes Florence + The Machine, Ariana Grande, Mumford & Sons, John Newman, Hozier, Catfish and the Bottlemen, Disclosure, AlunaGeorge, Leona Lewis, Keane, James Morrison, Annie Lennox and Will Young.
0.9530647582435334		SimpleArgument(The label 's US roster,List([0, 22)))	Relation(includes,List([23, 31)))	SimpleArgument(Bon Jovi,List([32, 40)))	The label's US roster includes Demi Lovato, Nick Jonas, Keke Palmer, Taio Cruz, the Vamps, Kiesza, Nikki Williams, Shawn Mendes, Neon Trees, Tove Lo, Avicii, Bon Jovi, American Authors and Fall Out Boy whereas the current UK roster includes Florence + The Machine, Ariana Grande, Mumford & Sons, John Newman, Hozier, Catfish and the Bottlemen, Disclosure, AlunaGeorge, Leona Lewis, Keane, James Morrison, Annie Lennox and Will Young.
0.9530647582435334		SimpleArgument(The label 's US roster,List([0, 22)))	Relation(includes,List([23, 31)))	SimpleArgument(Avicii,List([32, 38)))	The label's US roster includes Demi Lovato, Nick Jonas, Keke Palmer, Taio Cruz, the Vamps, Kiesza, Nikki Williams, Shawn Mendes, Neon Trees, Tove Lo, Avicii, Bon Jovi, American Authors and Fall Out Boy whereas the current UK roster includes Florence + The Machine, Ariana Grande, Mumford & Sons, John Newman, Hozier, Catfish and the Bottlemen, Disclosure, AlunaGeorge, Leona Lewis, Keane, James Morrison, Annie Lennox and Will Young.
0.9530647582435334		SimpleArgument(The label 's US roster,List([0, 22)))	Relation(includes,List([23, 31)))	SimpleArgument(Tove Lo,List([32, 39)))	The label's US roster includes Demi Lovato, Nick Jonas, Keke Palmer, Taio Cruz, the Vamps, Kiesza, Nikki Williams, Shawn Mendes, Neon Trees, Tove Lo, Avicii, Bon Jovi, American Authors and Fall Out Boy whereas the current UK roster includes Florence + The Machine, Ariana Grande, Mumford & Sons, John Newman, Hozier, Catfish and the Bottlemen, Disclosure, AlunaGeorge, Leona Lewis, Keane, James Morrison, Annie Lennox and Will Young.
0.9530647582435334		SimpleArgument(The label 's US roster,List([0, 22)))	Relation(includes,List([23, 31)))	SimpleArgument(Neon Trees,List([32, 42)))	The label's US roster includes Demi Lovato, Nick Jonas, Keke Palmer, Taio Cruz, the Vamps, Kiesza, Nikki Williams, Shawn Mendes, Neon Trees, Tove Lo, Avicii, Bon Jovi, American Authors and Fall Out Boy whereas the current UK roster includes Florence + The Machine, Ariana Grande, Mumford & Sons, John Newman, Hozier, Catfish and the Bottlemen, Disclosure, AlunaGeorge, Leona Lewis, Keane, James Morrison, Annie Lennox and Will Young.
0.9530647582435334		SimpleArgument(The label 's US roster,List([0, 22)))	Relation(includes,List([23, 31)))	SimpleArgument(Shawn Mendes,List([32, 44)))	The label's US roster includes Demi Lovato, Nick Jonas, Keke Palmer, Taio Cruz, the Vamps, Kiesza, Nikki Williams, Shawn Mendes, Neon Trees, Tove Lo, Avicii, Bon Jovi, American Authors and Fall Out Boy whereas the current UK roster includes Florence + The Machine, Ariana Grande, Mumford & Sons, John Newman, Hozier, Catfish and the Bottlemen, Disclosure, AlunaGeorge, Leona Lewis, Keane, James Morrison, Annie Lennox and Will Young.
0.9530647582435334		SimpleArgument(The label 's US roster,List([0, 22)))	Relation(includes,List([23, 31)))	SimpleArgument(Nikki Williams,List([32, 46)))	The label's US roster includes Demi Lovato, Nick Jonas, Keke Palmer, Taio Cruz, the Vamps, Kiesza, Nikki Williams, Shawn Mendes, Neon Trees, Tove Lo, Avicii, Bon Jovi, American Authors and Fall Out Boy whereas the current UK roster includes Florence + The Machine, Ariana Grande, Mumford & Sons, John Newman, Hozier, Catfish and the Bottlemen, Disclosure, AlunaGeorge, Leona Lewis, Keane, James Morrison, Annie Lennox and Will Young.
0.9530647582435334		SimpleArgument(The label 's US roster,List([0, 22)))	Relation(includes,List([23, 31)))	SimpleArgument(Kiesza,List([32, 38)))	The label's US roster includes Demi Lovato, Nick Jonas, Keke Palmer, Taio Cruz, the Vamps, Kiesza, Nikki Williams, Shawn Mendes, Neon Trees, Tove Lo, Avicii, Bon Jovi, American Authors and Fall Out Boy whereas the current UK roster includes Florence + The Machine, Ariana Grande, Mumford & Sons, John Newman, Hozier, Catfish and the Bottlemen, Disclosure, AlunaGeorge, Leona Lewis, Keane, James Morrison, Annie Lennox and Will Young.
0.9530647582435334		SimpleArgument(The label 's US roster,List([0, 22)))	Relation(includes,List([23, 31)))	SimpleArgument(the Vamps,List([32, 41)))	The label's US roster includes Demi Lovato, Nick Jonas, Keke Palmer, Taio Cruz, the Vamps, Kiesza, Nikki Williams, Shawn Mendes, Neon Trees, Tove Lo, Avicii, Bon Jovi, American Authors and Fall Out Boy whereas the current UK roster includes Florence + The Machine, Ariana Grande, Mumford & Sons, John Newman, Hozier, Catfish and the Bottlemen, Disclosure, AlunaGeorge, Leona Lewis, Keane, James Morrison, Annie Lennox and Will Young.
0.9530647582435334		SimpleArgument(The label 's US roster,List([0, 22)))	Relation(includes,List([23, 31)))	SimpleArgument(Taio Cruz,List([32, 41)))	The label's US roster includes Demi Lovato, Nick Jonas, Keke Palmer, Taio Cruz, the Vamps, Kiesza, Nikki Williams, Shawn Mendes, Neon Trees, Tove Lo, Avicii, Bon Jovi, American Authors and Fall Out Boy whereas the current UK roster includes Florence + The Machine, Ariana Grande, Mumford & Sons, John Newman, Hozier, Catfish and the Bottlemen, Disclosure, AlunaGeorge, Leona Lewis, Keane, James Morrison, Annie Lennox and Will Young.
0.9530647582435334		SimpleArgument(The label 's US roster,List([0, 22)))	Relation(includes,List([23, 31)))	SimpleArgument(Keke Palmer,List([32, 43)))	The label's US roster includes Demi Lovato, Nick Jonas, Keke Palmer, Taio Cruz, the Vamps, Kiesza, Nikki Williams, Shawn Mendes, Neon Trees, Tove Lo, Avicii, Bon Jovi, American Authors and Fall Out Boy whereas the current UK roster includes Florence + The Machine, Ariana Grande, Mumford & Sons, John Newman, Hozier, Catfish and the Bottlemen, Disclosure, AlunaGeorge, Leona Lewis, Keane, James Morrison, Annie Lennox and Will Young.
0.9530647582435334		SimpleArgument(The label 's US roster,List([0, 22)))	Relation(includes,List([23, 31)))	SimpleArgument(Nick Jonas,List([32, 42)))	The label's US roster includes Demi Lovato, Nick Jonas, Keke Palmer, Taio Cruz, the Vamps, Kiesza, Nikki Williams, Shawn Mendes, Neon Trees, Tove Lo, Avicii, Bon Jovi, American Authors and Fall Out Boy whereas the current UK roster includes Florence + The Machine, Ariana Grande, Mumford & Sons, John Newman, Hozier, Catfish and the Bottlemen, Disclosure, AlunaGeorge, Leona Lewis, Keane, James Morrison, Annie Lennox and Will Young.
0.9530647582435334		SimpleArgument(The label 's US roster,List([0, 22)))	Relation(includes,List([23, 31)))	SimpleArgument(Demi Lovato,List([32, 43)))	The label's US roster includes Demi Lovato, Nick Jonas, Keke Palmer, Taio Cruz, the Vamps, Kiesza, Nikki Williams, Shawn Mendes, Neon Trees, Tove Lo, Avicii, Bon Jovi, American Authors and Fall Out Boy whereas the current UK roster includes Florence + The Machine, Ariana Grande, Mumford & Sons, John Newman, Hozier, Catfish and the Bottlemen, Disclosure, AlunaGeorge, Leona Lewis, Keane, James Morrison, Annie Lennox and Will Young.
